school_id,region_code,full_division_code,full_municipality_code,treatment_status,time_point,grade,proficiency_group,student_count,assessed_count,percent_of_assessed
305655,11,1101,110101,Treatment,BoSY,Grade 7,high proficient,0,27,0
305581,7,703,70303,Treatment,BoSY,Grade 7,high proficient,0,46,0
303130,7,703,70309,Treatment,BoSY,Grade 7,high proficient,0,193,0
312354,7,703,70309,Treatment,BoSY,Grade 7,high proficient,0,28,0
305849,11,1105,110503,Treatment,BoSY,Grade 7,high proficient,0,38,0
305500,11,1101,110101,Treatment,BoSY,Grade 7,high proficient,0,36,0
312355,7,703,70304,Treatment,BoSY,Grade 7,high proficient,0,39,0
501903,11,1110,111001,Treatment,BoSY,Grade 7,high proficient,0,30,0
500665,7,705,70527,Control,BoSY,Grade 7,high proficient,0,107,0
312462,7,705,70520,Control,BoSY,Grade 7,high proficient,0,18,0
306038,11,1102,110202,Control,BoSY,Grade 7,high proficient,0,33,0
500221,7,705,70527,Control,BoSY,Grade 7,high proficient,0,32,0
500744,7,708,70801,Control,BoSY,Grade 7,high proficient,0,55,0
305884,11,1101,110101,Control,BoSY,Grade 7,high proficient,0,125,0
303170,7,709,70901,Control,BoSY,Grade 7,high proficient,0,52,0
500787,7,708,70801,Control,BoSY,Grade 7,high proficient,0,49,0
500667,7,705,70528,Control,BoSY,Grade 7,high proficient,0,72,0
501071,11,1101,110101,Control,BoSY,Grade 7,high proficient,0,25,0
303046,7,705,70527,Control,BoSY,Grade 7,high proficient,0,81,0
325303,7,707,70701,Control,BoSY,Grade 7,high proficient,0,86,0
500208,7,703,70305,Control,BoSY,Grade 7,high proficient,0,19,0
312401,7,705,70525,Control,BoSY,Grade 7,high proficient,0,127,0
303136,7,706,70601,Control,BoSY,Grade 7,high proficient,0,109,0
312435,7,707,70701,Control,BoSY,Grade 7,high proficient,0,54,0
502186,11,1101,110101,Control,BoSY,Grade 7,high proficient,0,20,0
500782,7,708,70801,Control,BoSY,Grade 7,high proficient,0,295,0
306086,11,1106,110606,Control,BoSY,Grade 7,high proficient,0,23,0
305755,7,705,70529,Control,BoSY,Grade 7,high proficient,0,138,0
305665,11,1101,110101,Control,BoSY,Grade 7,high proficient,0,24,0
501635,7,703,70301,Control,BoSY,Grade 7,high proficient,0,79,0
305843,11,1110,111001,Control,BoSY,Grade 7,high proficient,0,64,0
500894,7,705,70517,Control,BoSY,Grade 7,high proficient,0,101,0
500671,7,705,70506,Control,BoSY,Grade 7,high proficient,0,28,0
305847,11,1105,110503,Control,BoSY,Grade 7,high proficient,0,49,0
500784,7,708,70801,Control,BoSY,Grade 7,high proficient,0,24,0
501267,7,705,70525,Control,BoSY,Grade 7,high proficient,0,42,0
306000,7,705,70525,Control,BoSY,Grade 7,high proficient,0,63,0
305517,11,1106,110608,Control,BoSY,Grade 7,high proficient,0,53,0
305713,7,710,71001,Control,BoSY,Grade 7,high proficient,0,82,0
500768,7,705,70521,Control,BoSY,Grade 7,high proficient,0,82,0
316303,11,1107,110701,Control,BoSY,Grade 7,high proficient,0,78,0
316304,11,1107,110701,Control,BoSY,Grade 7,high proficient,0,94,0
305506,11,1101,110101,Control,BoSY,Grade 7,high proficient,0,25,0
500421,7,705,70507,Control,BoSY,Grade 7,high proficient,0,118,0
305681,11,1110,111001,Control,BoSY,Grade 7,high proficient,0,228,0
303186,7,711,71101,Control,BoSY,Grade 7,high proficient,0,145,0
501429,7,714,71402,Control,BoSY,Grade 7,high proficient,0,59,0
305844,11,1103,110303,Control,BoSY,Grade 7,high proficient,0,57,0
305965,11,1110,111001,Control,BoSY,Grade 7,high proficient,0,92,0
501076,11,1103,110305,Control,BoSY,Grade 7,high proficient,0,18,0
305889,11,1101,110101,Control,BoSY,Grade 7,high proficient,0,61,0
501074,11,1103,110306,Control,BoSY,Grade 7,high proficient,0,47,0
312408,7,705,70530,Control,BoSY,Grade 7,high proficient,0,77,0
501351,7,705,70522,Control,BoSY,Grade 7,high proficient,5,78,6.410256410256411
501404,11,1101,110101,Control,BoSY,Grade 7,high proficient,0,18,0
305660,11,1101,110101,Control,BoSY,Grade 7,high proficient,0,45,0
303219,7,701,70101,Control,BoSY,Grade 7,high proficient,0,140,0
312450,7,705,70522,Control,BoSY,Grade 7,high proficient,0,65,0
324903,7,704,70401,Control,BoSY,Grade 7,high proficient,0,44,0
501065,11,1101,110101,Control,BoSY,Grade 7,high proficient,0,144,0
312451,7,705,70532,Control,BoSY,Grade 7,high proficient,0,93,0
501763,11,1103,110305,Control,BoSY,Grade 7,high proficient,0,42,0
316405,11,1110,111001,Control,BoSY,Grade 7,high proficient,0,152,0
316404,11,1110,111001,Control,BoSY,Grade 7,high proficient,0,62,0
316301,11,1107,110701,Control,BoSY,Grade 7,high proficient,0,208,0
312910,7,710,71001,Control,BoSY,Grade 7,high proficient,0,196,0
303011,7,705,70512,Control,BoSY,Grade 7,high proficient,0,59,0
305651,11,1101,110101,Control,BoSY,Grade 7,high proficient,0,34,0
305662,11,1101,110101,Control,BoSY,Grade 7,high proficient,0,53,0
305850,11,1105,110503,Control,BoSY,Grade 7,high proficient,0,31,0
312481,7,705,70518,Control,BoSY,Grade 7,high proficient,0,201,0
304409,11,1110,111001,Control,BoSY,Grade 7,high proficient,0,121,0
303246,7,713,71303,Control,BoSY,Grade 7,high proficient,0,192,0
501405,11,1101,110101,Control,BoSY,Grade 7,high proficient,0,58,0
305677,11,1105,110503,Control,BoSY,Grade 7,high proficient,0,63,0
500447,7,708,70801,Control,BoSY,Grade 7,high proficient,0,74,0
501305,7,708,70801,Control,BoSY,Grade 7,high proficient,0,31,0
305917,7,708,70801,Control,BoSY,Grade 7,high proficient,0,24,0
305722,7,703,70304,Control,BoSY,Grade 7,high proficient,0,60,0
312953,7,713,71306,Control,BoSY,Grade 7,high proficient,0,50,0
305498,11,1101,110101,Control,BoSY,Grade 7,high proficient,0,78,0
305669,11,1101,110101,Control,BoSY,Grade 7,high proficient,0,38,0
312960,7,710,71002,Control,BoSY,Grade 7,high proficient,0,71,0
309906,5,508,50811,Treatment,BoSY,Grade 8,not proficient,156,156,100
309934,5,508,50806,Treatment,BoSY,Grade 8,not proficient,36,39,92.3076923076923
301871,5,501,50107,Treatment,BoSY,Grade 8,not proficient,52,91,57.142857142857146
302134,5,508,50804,Treatment,BoSY,Grade 8,not proficient,124,127,97.63779527559055
302117,5,508,50803,Treatment,BoSY,Grade 8,not proficient,67,67,100
309909,5,508,50801,Treatment,BoSY,Grade 8,not proficient,101,107,94.39252336448598
309915,5,508,50801,Treatment,BoSY,Grade 8,not proficient,32,38,84.21052631578948
501544,5,508,50815,Treatment,BoSY,Grade 8,not proficient,51,68,75
301887,5,502,50205,Treatment,BoSY,Grade 8,not proficient,63,72,87.5
302175,5,508,50820,Treatment,BoSY,Grade 8,not proficient,93,101,92.07920792079207
302146,5,508,50812,Treatment,BoSY,Grade 8,not proficient,121,121,100
309921,5,508,50805,Treatment,BoSY,Grade 8,not proficient,71,71,100
302254,5,505,50501,Control,BoSY,Grade 8,not proficient,89,94,94.68085106382979
309513,5,501,50112,Control,BoSY,Grade 8,not proficient,109,109,100
500163,5,508,50801,Control,BoSY,Grade 8,not proficient,76,78,97.43589743589743
302058,5,503,50333,Control,BoSY,Grade 8,not proficient,111,112,99.10714285714286
302192,5,511,51103,Control,BoSY,Grade 8,not proficient,258,287,89.89547038327527
302227,5,511,51105,Control,BoSY,Grade 8,not proficient,75,75,100
302252,5,505,50501,Control,BoSY,Grade 8,not proficient,39,90,43.333333333333336
309914,5,508,50806,Control,BoSY,Grade 8,not proficient,187,201,93.03482587064677
309711,5,503,50317,Control,BoSY,Grade 8,not proficient,66,67,98.50746268656717
301817,5,507,50701,Control,BoSY,Grade 8,not proficient,110,113,97.34513274336283
302165,5,508,50816,Control,BoSY,Grade 8,not proficient,67,70,95.71428571428571
301974,5,503,50311,Treatment,BoSY,Grade 8,not proficient,85,85,100
302256,5,505,50501,Control,BoSY,Grade 8,not proficient,97,110,88.18181818181819
301834,5,501,50106,Control,BoSY,Grade 8,not proficient,150,178,84.26966292134831
309760,5,503,50306,Control,BoSY,Grade 8,not proficient,40,57,70.17543859649123
309936,5,508,50819,Control,BoSY,Grade 8,not proficient,27,49,55.10204081632653
302203,5,511,51102,Control,BoSY,Grade 8,not proficient,39,39,100
302011,5,503,50314,Control,BoSY,Grade 8,not proficient,196,214,91.58878504672897
500168,5,505,50501,Control,BoSY,Grade 8,not proficient,69,75,92
301947,5,503,50306,Control,BoSY,Grade 8,not proficient,302,355,85.07042253521126
309941,5,508,50812,Control,BoSY,Grade 8,not proficient,219,222,98.64864864864865
301839,5,501,50111,Control,BoSY,Grade 8,not proficient,31,85,36.470588235294116
501843,5,508,50818,Treatment,BoSY,Grade 8,not proficient,0,45,0
302111,5,508,50801,Control,BoSY,Grade 8,not proficient,371,465,79.78494623655914
302133,5,509,50901,Control,BoSY,Grade 8,not proficient,55,194,28.350515463917525
301990,5,503,50317,Control,BoSY,Grade 8,not proficient,39,40,97.5
309937,5,508,50819,Control,BoSY,Grade 8,not proficient,79,79,100
302241,5,511,51105,Control,BoSY,Grade 8,not proficient,62,121,51.239669421487605
500167,5,505,50501,Control,BoSY,Grade 8,not proficient,66,66,100
309764,5,503,50320,Control,BoSY,Grade 8,not proficient,59,59,100
302205,5,511,51106,Control,BoSY,Grade 8,not proficient,99,102,97.05882352941177
302014,5,503,50302,Control,BoSY,Grade 8,not proficient,58,134,43.28358208955224
309740,5,503,50315,Control,BoSY,Grade 8,not proficient,43,43,100
309741,5,503,50315,Control,BoSY,Grade 8,not proficient,95,97,97.9381443298969
302161,5,508,50803,Treatment,BoSY,Grade 8,not proficient,72,74,97.29729729729729
302113,5,508,50818,Treatment,BoSY,Grade 8,not proficient,108,108,100
302127,5,508,50817,Control,BoSY,Grade 8,not proficient,52,53,98.11320754716981
301899,5,502,50205,Control,BoSY,Grade 8,not proficient,143,143,100
309509,5,501,50113,Control,BoSY,Grade 8,not proficient,82,82,100
309903,5,508,50816,Control,BoSY,Grade 8,not proficient,54,70,77.14285714285714
301995,5,503,50310,Control,BoSY,Grade 8,not proficient,6,22,27.272727272727273
309702,5,503,50325,Control,BoSY,Grade 8,not proficient,261,277,94.22382671480145
501020,5,503,50310,Control,BoSY,Grade 8,not proficient,28,28,100
309743,5,503,50332,Control,BoSY,Grade 8,not proficient,106,106,100
301816,5,501,50101,Control,BoSY,Grade 8,not proficient,140,141,99.29078014184397
302054,5,503,50315,Control,BoSY,Grade 8,not proficient,87,119,73.10924369747899
301862,5,507,50701,Control,BoSY,Grade 8,not proficient,224,227,98.6784140969163
502477,5,501,50108,Control,BoSY,Grade 8,not proficient,35,35,100
302283,5,513,51301,Control,BoSY,Grade 8,not proficient,309,344,89.82558139534883
301900,5,502,50206,Control,BoSY,Grade 8,not proficient,70,70,100
302123,5,508,50808,Control,BoSY,Grade 8,not proficient,84,84,100
309512,5,501,50110,Control,BoSY,Grade 8,not proficient,77,78,98.71794871794872
302284,5,513,51301,Control,BoSY,Grade 8,not proficient,178,178,100
500034,5,508,50819,Control,BoSY,Grade 8,not proficient,19,21,90.47619047619048
302043,5,503,50305,Control,BoSY,Grade 8,not proficient,171,176,97.1590909090909
302182,5,511,51107,Control,BoSY,Grade 8,not proficient,84,94,89.36170212765957
301986,5,503,50334,Control,BoSY,Grade 8,not proficient,193,194,99.48453608247422
302109,5,508,50817,Control,BoSY,Grade 8,not proficient,249,256,97.265625
302061,5,503,50311,Control,BoSY,Grade 8,not proficient,38,43,88.37209302325581
309931,5,508,50802,Control,BoSY,Grade 8,not proficient,75,75,100
301984,5,503,50331,Control,BoSY,Grade 8,not proficient,132,187,70.58823529411765
302156,5,508,50803,Control,BoSY,Grade 8,not proficient,100,101,99.00990099009901
309705,5,503,50330,Control,BoSY,Grade 8,not proficient,42,91,46.15384615384615
500165,5,508,50804,Control,BoSY,Grade 8,not proficient,26,48,54.166666666666664
301930,5,503,50328,Control,BoSY,Grade 8,not proficient,111,111,100
302177,5,508,50806,Control,BoSY,Grade 8,not proficient,98,99,98.98989898989899
302282,5,513,51301,Control,BoSY,Grade 8,not proficient,150,150,100
502615,5,508,50802,Control,BoSY,Grade 8,not proficient,22,22,100
302263,5,506,50601,Control,BoSY,Grade 8,not proficient,89,90,98.88888888888889
301826,5,501,50103,Control,BoSY,Grade 8,not proficient,6,10,60
305750,5,513,51301,Control,BoSY,Grade 8,not proficient,70,79,88.60759493670886
301870,5,501,50110,Control,BoSY,Grade 8,not proficient,91,148,61.486486486486484
302039,5,503,50316,Control,BoSY,Grade 8,not proficient,292,297,98.31649831649831
301868,5,501,50112,Control,BoSY,Grade 8,not proficient,229,240,95.41666666666667
301963,5,503,50316,Control,BoSY,Grade 8,not proficient,208,218,95.41284403669725
340567,15,1505,150501,Treatment,BoSY,Grade 8,not proficient,232,232,100
320606,15,1515,151502,Treatment,BoSY,Grade 8,not proficient,113,410,27.5609756097561
320202,15,1511,151101,Treatment,BoSY,Grade 8,not proficient,166,168,98.80952380952381
305310,15,1507,150703,Treatment,BoSY,Grade 8,not proficient,275,286,96.15384615384616
305418,15,1513,151301,Treatment,BoSY,Grade 8,not proficient,1160,1215,95.47325102880659
500565,15,1515,151502,Treatment,BoSY,Grade 8,not proficient,101,780,12.948717948717949
301258,4,413,41308,Treatment,BoSY,Grade 8,not proficient,446,555,80.36036036036036
301214,4,411,41101,Treatment,BoSY,Grade 8,not proficient,35,628,5.573248407643312
301497,4,414,41401,Treatment,BoSY,Grade 8,not proficient,319,377,84.61538461538461
305411,15,1515,151502,Treatment,BoSY,Grade 8,not proficient,686,777,88.28828828828829
305420,15,1513,151301,Treatment,BoSY,Grade 8,not proficient,1259,1398,90.05722460658083
301231,4,413,41302,Control,BoSY,Grade 8,not proficient,238,238,100
301188,4,402,40201,Control,BoSY,Grade 8,not proficient,458,488,93.85245901639344
307913,4,413,41309,Control,BoSY,Grade 8,not proficient,240,333,72.07207207207207
500566,15,1507,150710,Control,BoSY,Grade 8,not proficient,724,733,98.77216916780355
305453,15,1510,151001,Control,BoSY,Grade 8,not proficient,992,1039,95.47641963426372
305311,15,1507,150702,Control,BoSY,Grade 8,not proficient,284,285,99.64912280701755
301425,4,401,40101,Control,BoSY,Grade 8,not proficient,985,1041,94.6205571565802
301202,4,408,40812,Control,BoSY,Grade 8,not proficient,303,374,81.01604278074866
305412,15,1515,151502,Control,BoSY,Grade 8,not proficient,887,1047,84.71824259789877
308105,4,417,41703,Control,BoSY,Grade 8,not proficient,753,866,86.95150115473442
305341,15,1514,151401,Control,BoSY,Grade 8,not proficient,1345,1496,89.90641711229947
319604,15,1512,151201,Control,BoSY,Grade 8,not proficient,336,336,100
305568,15,1516,151601,Control,BoSY,Grade 8,not proficient,405,410,98.78048780487805
305434,15,1503,150301,Control,BoSY,Grade 8,not proficient,717,802,89.40149625935162
301464,4,417,41710,Control,BoSY,Grade 8,not proficient,468,543,86.1878453038674
305461,15,1515,151502,Control,BoSY,Grade 8,not proficient,323,437,73.91304347826087
305384,15,1501,150101,Control,BoSY,Grade 8,not proficient,521,575,90.6086956521739
301143,4,421,42101,Control,BoSY,Grade 8,not proficient,1020,1069,95.41627689429373
305340,15,1514,151401,Control,BoSY,Grade 8,not proficient,670,1112,60.25179856115108
305302,15,1507,150709,Treatment,BoSY,Grade 8,not proficient,1179,1186,99.4097807757167
308103,4,417,41712,Control,BoSY,Grade 8,not proficient,349,360,96.94444444444444
308130,4,417,41711,Control,BoSY,Grade 8,not proficient,135,146,92.46575342465754
301227,4,420,42001,Control,BoSY,Grade 8,not proficient,1371,1430,95.87412587412588
305334,15,1514,151401,Control,BoSY,Grade 8,not proficient,642,661,97.12556732223904
305367,15,1512,151201,Control,BoSY,Grade 8,not proficient,1118,1125,99.37777777777778
305635,15,1514,151401,Control,BoSY,Grade 8,not proficient,417,436,95.64220183486239
301218,4,408,40814,Control,BoSY,Grade 8,not proficient,1903,2164,87.93900184842883
308501,4,415,41501,Control,BoSY,Grade 8,not proficient,577,628,91.87898089171975
500332,15,1506,150601,Control,BoSY,Grade 8,not proficient,252,329,76.59574468085107
305471,15,1509,150901,Control,BoSY,Grade 8,not proficient,849,858,98.95104895104895
305376,15,1501,150101,Treatment,BoSY,Grade 8,not proficient,662,799,82.85356695869838
301432,4,417,41705,Control,BoSY,Grade 8,not proficient,542,584,92.8082191780822
305459,15,1515,151502,Control,BoSY,Grade 8,not proficient,907,924,98.16017316017316
305313,15,1507,150708,Control,BoSY,Grade 8,not proficient,630,646,97.52321981424149
301186,4,410,41001,Control,BoSY,Grade 8,not proficient,1311,1818,72.11221122112211
301184,4,410,41001,Control,BoSY,Grade 8,not proficient,1091,1125,96.97777777777777
305295,15,1507,150710,Control,BoSY,Grade 8,not proficient,1071,1182,90.60913705583756
301416,4,422,42201,Control,BoSY,Grade 8,not proficient,158,158,100
305450,15,1505,150501,Treatment,BoSY,Grade 8,not proficient,459,459,100
301403,4,416,41606,Control,BoSY,Grade 8,not proficient,472,514,91.82879377431907
301451,4,417,41708,Control,BoSY,Grade 8,not proficient,176,368,47.82608695652174
305338,15,1514,151401,Control,BoSY,Grade 8,not proficient,701,770,91.03896103896103
301257,4,413,41312,Control,BoSY,Grade 8,not proficient,1831,1989,92.05630970336853
305416,15,1513,151301,Control,BoSY,Grade 8,not proficient,857,1002,85.52894211576846
305337,15,1514,151401,Control,BoSY,Grade 8,not proficient,1978,2054,96.29990262901656
305353,15,1514,151401,Control,BoSY,Grade 8,not proficient,410,446,91.92825112107623
301197,4,408,40812,Control,BoSY,Grade 8,not proficient,272,336,80.95238095238095
301236,4,413,41308,Treatment,BoSY,Grade 8,not proficient,317,337,94.06528189910979
305444,15,1516,151601,Control,BoSY,Grade 8,not proficient,331,365,90.68493150684931
320306,15,1503,150301,Control,BoSY,Grade 8,not proficient,861,880,97.8409090909091
301489,4,414,41401,Control,BoSY,Grade 8,not proficient,282,333,84.68468468468468
301507,4,418,41801,Control,BoSY,Grade 8,not proficient,122,123,99.1869918699187
301456,4,417,41710,Control,BoSY,Grade 8,not proficient,136,659,20.637329286798177
301238,4,413,41303,Control,BoSY,Grade 8,not proficient,553,621,89.04991948470209
305438,15,1516,151601,Control,BoSY,Grade 8,not proficient,844,881,95.80022701475596
305324,15,1514,151401,Control,BoSY,Grade 8,not proficient,282,305,92.45901639344262
305454,15,1510,151001,Control,BoSY,Grade 8,not proficient,134,181,74.03314917127072
308122,4,417,41708,Control,BoSY,Grade 8,not proficient,179,214,83.64485981308411
301508,4,418,41801,Control,BoSY,Grade 8,not proficient,252,268,94.02985074626865
305465,15,1515,151502,Control,BoSY,Grade 8,not proficient,922,968,95.24793388429752
305428,15,1511,151101,Control,BoSY,Grade 8,not proficient,417,429,97.2027972027972
301175,4,408,40807,Control,BoSY,Grade 8,not proficient,451,567,79.54144620811287
301437,4,417,41704,Control,BoSY,Grade 8,not proficient,897,1061,84.54288407163054
320204,15,1511,151101,Control,BoSY,Grade 8,not proficient,543,545,99.63302752293578
305447,15,1505,150501,Control,BoSY,Grade 8,not proficient,717,759,94.46640316205534
301438,4,417,41704,Control,BoSY,Grade 8,not proficient,506,546,92.67399267399267
308135,4,417,41708,Control,BoSY,Grade 8,not proficient,217,467,46.46680942184154
301418,4,401,40101,Control,BoSY,Grade 8,not proficient,3037,3060,99.2483660130719
305288,15,1507,150710,Control,BoSY,Grade 8,not proficient,697,711,98.0309423347398
301265,4,413,41301,Control,BoSY,Grade 8,not proficient,443,451,98.22616407982261
305442,15,1516,151601,Control,BoSY,Grade 8,not proficient,264,276,95.65217391304348
500339,15,1505,150501,Control,BoSY,Grade 8,not proficient,356,380,93.6842105263158
305435,15,1503,150301,Control,BoSY,Grade 8,not proficient,354,447,79.19463087248322
308134,4,417,41708,Control,BoSY,Grade 8,not proficient,527,592,89.02027027027027
305452,15,1505,150501,Control,BoSY,Grade 8,not proficient,603,678,88.93805309734513
312330,7,703,70308,Treatment,BoSY,Grade 8,not proficient,120,120,100
305710,7,703,70302,Treatment,BoSY,Grade 8,not proficient,71,71,100
305655,11,1101,110101,Treatment,BoSY,Grade 8,not proficient,13,28,46.42857142857143
305581,7,703,70303,Treatment,BoSY,Grade 8,not proficient,45,46,97.82608695652173
303130,7,703,70309,Treatment,BoSY,Grade 8,not proficient,183,190,96.3157894736842
312354,7,703,70309,Treatment,BoSY,Grade 8,not proficient,38,38,100
305849,11,1105,110503,Treatment,BoSY,Grade 8,not proficient,29,29,100
305500,11,1101,110101,Treatment,BoSY,Grade 8,not proficient,32,32,100
312355,7,703,70304,Treatment,BoSY,Grade 8,not proficient,37,37,100
501903,11,1110,111001,Treatment,BoSY,Grade 8,not proficient,38,40,95
500665,7,705,70527,Control,BoSY,Grade 8,not proficient,90,92,97.82608695652173
312462,7,705,70520,Control,BoSY,Grade 8,not proficient,16,20,80
306038,11,1102,110202,Control,BoSY,Grade 8,not proficient,27,28,96.42857142857143
500221,7,705,70527,Control,BoSY,Grade 8,not proficient,18,27,66.66666666666667
500744,7,708,70801,Control,BoSY,Grade 8,not proficient,40,40,100
305884,11,1101,110101,Control,BoSY,Grade 8,not proficient,0,101,0
303170,7,709,70901,Control,BoSY,Grade 8,not proficient,63,65,96.92307692307692
